sent_index,main_topic,main_prob,sentence
1178,2,0.9477,如今的钱凯港，正在成为“新时代的印加古道”新起点
1179,2,0.9767,“从钱凯到上海”，不仅是共建“一带一路”倡议在秘鲁的生根开花，也是一条新时代亚拉陆海新通道的诞生
1180,2,0.975,“印加古道”和“古丝路要冲”新时代的蓬勃变化，正是高质量共建“一带一路”合作走深走实的生动缩影
1181,1,0.7824,赵乐际介绍了推进中国式现代化的有关情况，表示愿同希方在发展振兴道路上携手前行，让中希两大文明古国在新时代焕发新的光彩
1182,2,0.6958,"”
当地时间11月14日，中国和秘鲁共建“一带一路”重点项目钱凯港正式开港，“从钱凯到上海”的新时代亚拉陆海新通道诞生，拉美和加勒比地区从此有了“新时代的印加古道”"
1183,4,0.6372,"中国在走出一条符合国情的农村公路发展道路的同时，积极交流分享农村公路发展经验，支持其他发展中国家农村公路建设
11月29日，中国国务院新闻办公室发布《新时代的中国农村公路发展》白皮书，介绍新时代中国农村公路发展成就和理念，分享中国推动农村公路发展的实践经验"
1184,1,0.7824,赵乐际介绍了推进中国式现代化的有关情况，表示愿同希方在发展振兴道路上携手前行，让中希两大文明古国在新时代焕发新的光彩
1185,2,0.6001,三、萨方祝贺中华人民共和国成立75周年，赞赏新时代中国在以中国式现代化全面推进强国建设、民族复兴伟业过程中取得的成就
1186,0,0.5924,认真学习这些重要论述，对于推动新时代我国卫生与健康事业发展，不断为增进人民健康作出新贡献，为健康中国建设谱写新篇章，具有十分重要的意义
1187,4,0.9923,党的十八大以来，以习近平同志为核心的党中央把维护人民健康摆在更加突出的位置，召开全国卫生与健康大会，确立新时代卫生与健康工作方针，印发《“健康中国2030”规划纲要》，发出建设健康中国的号召，明确了建设健康中国的大政方针和行动纲领，人民健康状况和基本医疗卫生服务的公平性可及性持续改善
1188,4,0.9489,确立新时代卫生与健康工作方针
1189,4,0.9001,做好新时代人口工作，要着眼强国建设、民族复兴的战略安排，完善新时代人口发展战略，认识、适应、引领人口发展新常态，着力提高人口整体素质，努力保持适度生育水平和人口规模，加快塑造素质优良、总量充裕、结构优化、分布合理的现代化人力资源，以人口高质量发展支撑中国式现代化
1190,4,0.9227,新时代开展爱国卫生运动，要坚持预防为主，丰富爱国卫生工作内涵，创新方式方法，推动从环境卫生治理向全面社会健康管理转变，解决好关系人民健康的全局性、长期性问题
1191,0,0.9853,习近平总书记关于健康中国的重要论述，立意高远，内涵丰富，思想深刻，是习近平新时代中国特色社会主义思想的重要组成部分
1192,0,0.6113,习近平新时代中国特色社会主义思想蕴含的“人类命运共同体”“全人类共同价值”“人类文明新形态”等一系列标识性概念、原创性观点，为构建中国话语和中国叙事体系提供了科学指南和实践范例
1193,2,0.9857,中秘共建“一带一路”重点项目钱凯港开港，不仅标志着“从钱凯到上海”的新时代亚拉陆海新通道诞生，也意味着拉美和加勒比地区将拥有“新时代的印加古道”，带动地区整体发展和一体化建设
1194,3,0.951,一年多前，卢拉总统到访中国，在北京人民大会堂的欢迎仪式上，一首名为《新时代》的巴西乐曲，令不少随团成员眼眶湿润
1195,3,0.7293,习近平主席进一步强调：“中巴两国都有扬正义、树道义的传统和担当，中国愿同巴西一道，不断丰富中巴命运共同体的时代内涵，坚定捍卫真正的多边主义，共同发出要发展不要贫穷、要合作不要对抗、要公正不要霸权的新时代强音，携手建设更加美好的世界
1196,3,0.7615,10年前，元首外交引领中拉命运共同体的大船正式启航；10年来，中拉合作走上提质升级的快车道，中拉关系迈入平等、互利、创新、开放、惠民的新时代
1197,2,0.7673,10年前，心怀民族复兴、世界大同梦想的东方大国，高高举起新时代中国特色大国外交的旗帜；10年来，中国特色、中国风格、中国气派，让中国的朋友遍天下，世界前所未有地瞩目中国
1198,3,0.9419,2013年北半球早春，新时代中国外交迎来一波“访华潮”
1199,2,0.9796,开港仪式上，习近平主席讲起2000多年前中华民族先辈闯出的海上丝绸之路，讲起500多年前秘鲁先民印加人修建的印加古道，“如今的钱凯港，正在成为‘新时代的印加古道’新起点”
1200,3,0.678,博鲁阿尔特总统动情地说：“这条‘新时代的印加古道’将架设起两大文明古国交融之桥、两个友好民族友谊深化之桥
1201,3,0.9747,"”
（二）35年·大合作：为人民造福，开创亚太发展新时代
结束国事访问日程，习近平主席的秘鲁之行进入“APEC时间”"
1202,3,0.9766,我们要团结协作，勇于担当，全面落实2040年布特拉加亚愿景，推动构建亚太命运共同体，努力开创亚太发展新时代
1203,3,0.5046,“构建开放融通的亚太合作格局”“培育绿色创新的亚太增长动能”“树牢普惠包容的亚太发展理念”——习近平主席围绕开创亚太发展新时代提出三项主张，立足中国自身发展经验，呼应“赋能、包容、增长”的会议主题，展现出守正创新的大国智慧、大国风范
1204,3,0.983,这一独特气质彰显于中拉友好、亚太合作的事业，也塑造着新时代中国对其与外部世界关系的运筹、对人类前途命运的思考
1205,3,0.992,"“为世界和平和发展事业作出新的贡献”
习近平主席指出，中方愿同巴方一道，以人类前途为怀、以人民福祉为念，不断丰富新时代中巴关系内涵，做相互成就的“黄金搭档”，朝着构建人类命运共同体、构建更公正世界和更可持续星球的目标不断迈进，为人类和平和进步事业作出更大贡献"
1206,3,0.6771,10年前，习近平主席在巴西利亚同拉美和加勒比国家领导人共同宣布成立中拉论坛，推动中拉关系进入了平等、互利、创新、开放、惠民的新时代
1207,3,0.8121,着眼于推动构建亚太命运共同体，努力开创亚太发展新时代，习近平主席呼吁亚太经济体始终坚持真正的多边主义，构建开放融通的亚太合作格局、培育绿色创新的亚太增长动能、树牢普惠包容的亚太发展理念，引领亚太开放合作启新程
1208,3,0.8172,11天时间里，习近平主席行程逾4万公里，横跨南美大陆东西两岸，密集出席近40场双多边活动，达成60多项合作文件，既会老友，又交新朋；既进行战略沟通，又深化务实合作；既推动大国关系健康稳定发展，又引领全球南方团结自强，拓展了中国高质量发展和高水平开放新空间，丰富了构建人类命运共同体新实践，开辟了新时代中国特色大国外交新境界
1209,2,0.8595,历史上，中秘人民曾通过海上丝绸之路互通有无，今天钱凯港正在成为“新时代的印加古道”新起点，“一带一路”正在为秘鲁乃至拉美国家铺就繁荣幸福之路
1210,3,0.9725,中方愿同巴方一道，不断丰富新时代中巴关系内涵，做相互成就的“黄金搭档”
1211,2,0.5567,我们要更加紧密团结在以习近平同志为核心的党中央周围，持续学思践悟习近平外交思想，坚持自信自立、开放包容、公道正义、合作共赢的方针原则，坚定不移推动构建人类命运共同体，不断开创新时代中国特色大国外交新局面，为以中国式现代化全面推进强国建设、民族复兴伟业营造更有利国际环境、提供更坚实战略支撑
1212,4,0.5239,精准扶贫、东西部协作、脱贫攻坚和乡村振兴的有序衔接等等，构建了一整套行之有效的政策体系、工作体系、制度体系，走出一条中国特色减贫道路，也深刻融汇于习近平新时代中国特色社会主义思想
1213,1,0.7907,”新时代新征程，我们要深入学习贯彻习近平总书记重要讲话精神，加快构建多渠道、立体式对外传播格局，以更有效力的国际传播体系、更高水平的国际传播效能、同我国综合国力和国际地位相匹配的国际话语权，为以中国式现代化全面推进强国建设、民族复兴伟业营造有利外部舆论环境
1214,1,0.6274,"充分认识新时代以来我国国际传播工作成效
我们党历来高度重视对外传播工作"
1215,0,0.9872,新时代以来，习近平总书记对加强和改进国际传播工作提出一系列新思想新观点新论断，为做好国际传播工作指明了前进方向、提供了根本遵循
1216,4,0.5561,新时代以来，在习近平文化思想科学指引下，我们大力推动国际传播守正创新，理顺内宣外宣体制，打造具有国际影响力的媒体集群，积极推动中华文化走出去，有效开展国际舆论引导和舆论斗争，初步构建起多主体、立体式的大外宣格局
1217,1,0.9943,要进一步调整思路，强化对外传播跨部门协调机制，建立对外传播线索引导、组织策划、用户需求、报道反馈、政策要求等方面的信息共享平台；加强国际传播智库建设，加强理论研究，培养适应新时代国际传播需要的专门人才；推动各级领导干部、各地区各部门各方面共同做好对外传播工作，带动广大社会成员自觉参与对外传播和国家形象建设，形成国际传播大格局
1218,3,0.9945,习近平主席就未来中巴关系发展提出4方面建议，强调“命运与共，不断巩固战略互信”“发展与共，持续深化发展战略对接”“担当与共，为维护世界和平和正义展现中巴力量”“休戚与共，为构建人类命运共同体作出中巴贡献”，进一步丰富了新时代中巴关系的内涵，体现了中方愿同巴方做相互成就的“黄金搭档”，朝着构建人类命运共同体、构建更公正世界和更可持续星球的目标不断迈进，为人类和平和进步事业作出更大贡献的诚意和决心
1219,2,0.3835,两国联合发表了关于政治解决乌克兰危机的“六点共识”，会同有关全球南方国家发起乌克兰危机“和平之友”小组，为全面、公正、持久解决巴勒斯坦问题不懈努力，共同发出要发展不要贫穷、要合作不要对抗、要公正不要霸权的新时代强音
1220,3,0.99,中方愿同巴方一道，以人类前途为怀、以人民福祉为念，不断丰富新时代中巴关系内涵，做相互成就的“黄金搭档”，朝着构建人类命运共同体、构建更公正世界和更可持续星球的目标不断迈进，为人类和平和进步事业作出更大贡献
1221,3,0.6277,习近平指出，10年前，我在巴西利亚同拉美和加勒比国家领导人共同宣布成立中拉论坛，推动中拉关系进入了平等、互利、创新、开放、惠民的新时代
1222,3,0.99,中方愿同巴方一道，以人类前途为怀、以人民福祉为念，不断丰富新时代中巴关系内涵，做相互成就的“黄金搭档”，朝着构建人类命运共同体、构建更公正世界和更可持续星球的目标不断迈进，为人类和平和进步事业作出更大贡献
1223,3,0.6276,习近平指出，10年前，我在巴西利亚同拉美和加勒比国家领导人共同宣布成立中拉论坛，推动中拉关系进入了平等、互利、创新、开放、惠民的新时代
1224,2,0.9913,他表示，做好新时代港澳台海外联谊工作，要以习近平新时代中国特色社会主义思想为指导，坚持大团结大联合，坚持高举爱国主义旗帜，坚持发挥港澳台和海外统战工作争取人心的作用，形成全体中华儿女心往一处想、劲往一处使的生动局面，为推进中国式现代化广泛凝聚人心、凝聚共识、凝聚智慧、凝聚力量
1225,1,0.7848,进入新时代，在以习近平同志为核心的中共中央坚强领导下，党和国家事业取得历史性成就、发生历史性变革，全面建成小康社会，实现第一个百年奋斗目标，开启全面建设社会主义现代化国家新征程，中华民族伟大复兴展现出前所未有的光明前景
1226,2,0.9601,习近平主席将它形容为“一条新时代亚拉陆海新通道的诞生”
1227,4,0.9257,新时代高水平开放促进高质量发展
1228,2,0.9913,他表示，做好新时代港澳台海外联谊工作，要以习近平新时代中国特色社会主义思想为指导，坚持大团结大联合，坚持高举爱国主义旗帜，坚持发挥港澳台和海外统战工作争取人心的作用，形成全体中华儿女心往一处想、劲往一处使的生动局面，为推进中国式现代化广泛凝聚人心、凝聚共识、凝聚智慧、凝聚力量
1229,1,0.7848,进入新时代，在以习近平同志为核心的中共中央坚强领导下，党和国家事业取得历史性成就、发生历史性变革，全面建成小康社会，实现第一个百年奋斗目标，开启全面建设社会主义现代化国家新征程，中华民族伟大复兴展现出前所未有的光明前景
1230,4,0.8117,党的十八大以来，习近平总书记引领全面深化改革向纵深推进的同时，始终坚定不移扩大高水平对外开放，在统筹推进深层次改革和高水平开放中不断深化新时代我们党做好经济工作的规律性认识，更好地把制度优势转化为国家治理效能，为推动高质量发展、推进中国式现代化持续注入强劲动力、指明前行方向
1231,4,0.9713,新时代全面深化改革之所以取得历史性伟大成就，改革和开放相辅相成、相互促进是重要原因
1232,4,0.843,2023年中央经济工作会议，明确将“必须坚持依靠改革开放增强发展内生动力，统筹推进深层次改革和高水平开放，不断解放和发展社会生产力、激发和增强社会活力”列为新时代做好经济工作的规律性认识之一
1233,3,0.5067,"今天的中国大地上，改革与开放彼此激荡，铺展出新时代高质量发展的壮丽画卷：
经济总量从2012年的53.9万亿元攀升至2023年的逾126万亿元，制造业总体规模连续14年位居全球第一，5G通信领跑全球，国产大飞机实现商飞，区域重大战略高质量推进，雄安新区拔节生长，海南自由贸易港扬帆起航……
大潮奔涌，改革开放又到继往开来的历史关头"
1234,4,0.6491,从商品和要素流动型开放，到规则、规制、管理、标准等制度型开放——新时代的中国，正在以更高水平开放的姿态拥抱世界
1235,3,0.9838,习近平主席出席会议并发表题为《共担时代责任  共促亚太发展》的重要讲话，就推动构建亚太命运共同体，努力开创亚太发展新时代阐明中方主张
1236,2,0.3749,“梦想”号参研参建单位成员及海洋界、科技界人士深受鼓舞，大家表示，习近平总书记的贺信为新时代新征程我国深海事业发展指明了前进方向、提供了根本遵循，要牢记嘱托，再接再厉，用好“梦想”号这一重大科技装置，为推进中国式现代化、推动构建人类命运共同体作出更大贡献
1237,2,0.938,新时代，一系列国之重器走向深海
1238,2,0.9844,“总书记提到‘发扬开拓创新、团结协作、攻坚克难、勇攀高峰的精神’，激励着我们要以新时代中国科技人员的自信自强和使命担当，持续攻关关键技术，推进深海事业发展迈上新台阶
1239,2,0.9863,你们发挥新型举国体制优势，发扬开拓创新、团结协作、攻坚克难、勇攀高峰的精神，攻克了多项世界级技术难题，充分展现了新时代中国科技人员的自信自强和使命担当
1240,2,0.9863,你们发挥新型举国体制优势，发扬开拓创新、团结协作、攻坚克难、勇攀高峰的精神，攻克了多项世界级技术难题，充分展现了新时代中国科技人员的自信自强和使命担当
1241,0,0.9814,他指出，习近平总书记重要贺信为新时代新征程我国深海事业发展指明了前进方向、提供了根本遵循
1242,2,0.9863,你们发挥新型举国体制优势，发扬开拓创新、团结协作、攻坚克难、勇攀高峰的精神，攻克了多项世界级技术难题，充分展现了新时代中国科技人员的自信自强和使命担当
1243,2,0.9863,你们发挥新型举国体制优势，发扬开拓创新、团结协作、攻坚克难、勇攀高峰的精神，攻克了多项世界级技术难题，充分展现了新时代中国科技人员的自信自强和使命担当
1244,0,0.9814,他指出，习近平总书记重要贺信为新时代新征程我国深海事业发展指明了前进方向、提供了根本遵循
1245,3,0.9725,我们要弘扬中秘传统友谊，拓展深化各领域互利合作，赋予其新时代的内涵
1246,2,0.9808,“‘从钱凯到上海’，我们正在见证的，不仅是共建‘一带一路’倡议在秘鲁的生根开花，也是一条新时代亚拉陆海新通道的诞生
1247,3,0.6214,博鲁阿尔特总统表示，“从钱凯到上海”，这条“新时代的印加古道”将架设起两大文明古国交融之桥、两个友好民族友谊深化之桥
1248,4,0.9801,新时代以来，以新发展理念为战略指引，以绿色低碳智能产品满足人民多样化需求，新能源汽车有力推动实体经济迈上绿色低碳发展之路
1249,3,0.9725,我们要弘扬中秘传统友谊，拓展深化各领域互利合作，赋予其新时代的内涵
1250,2,0.9857,钱凯港的建成有助于秘鲁构建从沿海到内陆、从秘鲁到拉美和加勒比其他国家的立体、多元、高效互联互通格局，打造以钱凯港为起点的“新时代的印加古道”，带动拉美和加勒比地区整体发展和一体化建设
1251,3,0.9725,我们要弘扬中秘传统友谊，拓展深化各领域互利合作，赋予其新时代的内涵
1252,2,0.9857,钱凯港的建成有助于秘鲁构建从沿海到内陆、从秘鲁到拉美和加勒比其他国家的立体、多元、高效互联互通格局，打造以钱凯港为起点的“新时代的印加古道”，带动拉美和加勒比地区整体发展和一体化建设
1253,1,0.9929,新时代新征程，我们要站在以中国式现代化全面推进强国建设、民族复兴伟业的高度，全面把握“国家安全是中国式现代化行稳致远的重要基础”这一论断的重大意义，以更为强烈的政治自觉、思想自觉、行动自觉推进国家安全体系和能力现代化、建设更高水平平安中国，确保中国式现代化行稳致远
1254,1,0.8378,这一重大论断将国家安全置于新时代新征程党和国家中心任务的大视野下来审视，使国家安全的理论和实践都紧紧围绕中国式现代化来展开，必将在国家安全领域涌现出更多与中国式现代化相联系的理论创新
1255,1,0.9929,新时代新征程，我们要站在以中国式现代化全面推进强国建设、民族复兴伟业的高度，全面把握“国家安全是中国式现代化行稳致远的重要基础”这一论断的重大意义，以更为强烈的政治自觉、思想自觉、行动自觉推进国家安全体系和能力现代化、建设更高水平平安中国，确保中国式现代化行稳致远
1256,1,0.8378,这一重大论断将国家安全置于新时代新征程党和国家中心任务的大视野下来审视，使国家安全的理论和实践都紧紧围绕中国式现代化来展开，必将在国家安全领域涌现出更多与中国式现代化相联系的理论创新
1257,4,0.56,日前，由中共北京市委宣传部和中共北京市委党史研究室、市地方志编纂委员会办公室、北京红色文化研究会指导，香山革命纪念馆、北京市香山公园管理处联合承办的“新时代赶考之路与中国式现代化——第五届香山革命历史与文化理论研讨会”成功举办
1258,2,0.9807,"走好新时代赶考之路
黄一兵
75年前，在中国革命胜利前夕，香山作为中共中央所在地，见证了毛泽东等老一辈革命家运筹帷幄、指点江山的豪情壮志，也见证了中国共产党人团结各界人士凝心聚力描绘新中国宏伟蓝图的艰辛和荣耀"
1259,0,0.5461,新征程上，深刻把握“新时代赶考之路与中国式现代化”之间的关系，对于我们看清来时的路、走好脚下的路、坚定前行的路，具有重要启示意义
1260,0,0.6534,以高度的理论自觉走好新时代赶考之路
1261,0,0.9921,新征程上，必须坚持不懈用习近平新时代中国特色社会主义思想凝心铸魂，真正把马克思主义看家本领学到手，以思想高度统一确保政治统一、行动统一，全面提升与推进中国式现代化相适应的政治能力、领导能力、工作能力，始终以锐意进取、迎难而上的奋斗姿态奋进新征程、建功新时代
1262,2,0.5532,以伟大的团结奋斗走好新时代赶考之路
1263,2,0.5415,以彻底的革命精神走好新时代赶考之路
1264,4,0.6953,新征程上，必须继续发扬彻底的革命精神，永远保持赶考的清醒和谨慎，驰而不息推进全面从严治党，在伟大自我革命中不断焕发新的蓬勃生机，始终成为中国人民最可靠、最坚强的主心骨，以新时代党的自我革命引领新的伟大社会革命
1265,4,0.9713,进入新时代，习近平总书记深刻指出“党面临的‘赶考’还远未结束”，庄严宣告“赶考永远在路上”
1266,2,0.9857,"（作者为北京市委宣传部一级巡视员）
毛泽东对中国式现代化的探索与贡献
张树军
习近平总书记指出：“以中国式现代化全面推进强国建设、民族复兴伟业，是全党全国各族人民在新时代新征程的中心任务"
1267,4,0.6734,"（作者为安徽日报报业集团副总编辑）
红色文化在新时代赶考路上的价值和功能
王炳林
赶考之路，道阻且长"
1268,4,0.9652,红色文化在新时代赶考路上的价值和功能体现在多个方面
1269,0,0.5338,在时代价值上，红色文化具有守正创新的鲜明特征，能够顺应时代发展，不断丰富和发展自身的内涵，为新时代提供强大的精神动力和文化支撑
1270,1,0.4941,在新的“赶考之路”上，我们必须深刻理解和全面把握“国之大者”的科学内涵，继往开来创造新时代中国特色社会主义新的辉煌
1271,2,0.8269,"（作者为教育部习近平新时代中国特色社会主义思想研究中心特约研究员）
弘扬“赶考”精神 谱写时代新篇
杜飞进
“进京赶考”是毛泽东同志于75年前在与周恩来同志的对话中提出的，集中体现了以毛泽东同志为主要代表的中国共产党人对中国共产党的命运、中国人民的命运和中华民族命运的深邃思考"
1272,2,0.6262,面向新时代新征程，更好推进党和国家事业发展，全党必须牢记“三个务必”，继续推进新时代党的建设新的伟大工程，永葆党的先进性和纯洁性，形成奋进新征程、建功新时代的浓厚氛围和生动局面
1273,1,0.9905,习近平总书记在党的二十大报告中明确提出“从现在起，中国共产党的中心任务就是团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴”，从而为中国共产党人明确了新时代新征程的“赶考”考题和奋斗目标
1274,3,0.4987,面对新时代新征程上的新挑战新考验，只有始终保持“赶考”的精神状态，保持头脑清醒、政治坚定，才能顺应时代潮流、增强历史主动，为跳出历史周期率注入强大的思想定力和不竭的精神动力
1275,2,0.7022,在新的历史起点上，弘扬“赶考”历史主动精神，就要以坚定的信念、昂扬的斗志、务实的作风，解放思想、实事求是、守正创新，奋力书写新时代的精彩答卷，不断谱写以中国式现代化全面推进强国建设、民族复兴伟业的壮丽篇章
1276,2,0.9807,"（作者为当代中国研究所副所长、研究员）
打造生动课堂 凝聚奋进力量
阳国利
中国式现代化是新时代赶考之路的重要目标和方向"
1277,1,0.9934,三、印尼热烈祝贺中华人民共和国成立75周年，祝贺中国共产党第二十届中央委员会第三次全体会议胜利召开，高度评价新时代中国取得的伟大成就，认为中国进一步全面深化改革、高水平对外开放将为两国合作和地区国家发展带来新动力、新机遇，相信中国共产党将团结带领全国各族人民全面建成社会主义现代化强国、实现第二个百年奋斗目标，以中国式现代化全面推进中华民族伟大复兴
1278,3,0.8939,"在新时代中国特色大国外交的全局擘画中，在对构建人类命运共同体理念的深入阐释中，习近平主席一再提及“和合共生”：“人类应该和衷共济、和合共生，朝着构建人类命运共同体方向不断迈进，共同创造更加美好未来”“面对共同挑战，任何人任何国家都无法独善其身，人类只有和衷共济、和合共生这一条出路”……
溯历史的源头、循文化的根基，才能辨识当今的中国"
1279,3,0.7685,从70年前首次完整提出和平共处五项原则，到新时代提出构建人类命运共同体重要理念，历史的接力一棒接着一棒向前奔跑
1280,3,0.8393,”2014年7月访问巴西时，习近平主席出席首次中国—拉美和加勒比国家领导人会晤，发表题为《努力构建携手共进的命运共同体》的主旨讲话，首次提出打造中拉命运共同体，为新时代中拉关系发展指明方向
1281,3,0.5038,"”
10年来，在双方共同努力下，中拉关系进入平等、互利、创新、开放、惠民的新时代"
1282,3,0.6917,拉马福萨表示，南中两国拥有特殊亲密关系，前不久习近平主席和我把南中关系定位为新时代全方位战略合作伙伴关系，这必将使两国各领域合作水平更高、程度更深
1283,3,0.982,去年4月，巴西总统卢拉成功对中国进行国事访问，两国元首就引领开辟新时代中巴关系新未来达成一系列重要共识
1284,3,0.6917,拉马福萨表示，南中两国拥有特殊亲密关系，前不久习近平主席和我把南中关系定位为新时代全方位战略合作伙伴关系，这必将使两国各领域合作水平更高、程度更深
1285,3,0.7002,2018年11月5日，国家主席习近平站在全球经济发展进程的高度，以大国领袖的责任担当，盛情邀请各国朋友把握新时代中国发展机遇，深化国际经贸合作，实现共同繁荣进步
1286,4,0.9788,"“新时代，共享未来”
进博会上，新品首发，聚焦前沿，越来越多新产品、新技术、新服务走进中国市场，满足国内消费者品质生活新需求"
1287,2,0.6619,”中国人民大学古典文明研究中心副主任娄林表示，“我们将继续探索中国特色哲学社会科学的人才培养模式，努力培养一批兼通中西之学、明古今之变的新时代栋梁人才
1288,1,0.6276,近日，习近平总书记在中共中央政治局第十七次集体学习时强调，要锚定2035年建成文化强国的战略目标，坚持马克思主义这一根本指导思想，植根博大精深的中华文明，顺应信息技术发展潮流，不断发展具有强大思想引领力、精神凝聚力、价值感召力、国际影响力的新时代中国特色社会主义文化，不断增强人民精神力量，筑牢强国建设、民族复兴的文化根基
1289,0,0.9872,要坚持不懈用习近平新时代中国特色社会主义思想凝心铸魂，在真学真懂真信真用上下功夫，在入脑入心上下功夫，努力掌握蕴含其中的立场观点方法、学懂弄通其中的道理学理哲理，坚持不懈武装头脑、指导实践
1290,0,0.499,（作者系浙江省习近平新时代中国特色社会主义思想研究中心研究员、浙江工商大学马克思主义学院院长）
1291,1,0.8768,"一、深刻理解构建绿色低碳循环发展经济体系的重大意义
以习近平同志为核心的党中央把生态文明建设作为统筹推进“五位一体”总体布局和协调推进“四个全面”战略布局的重要内容，把坚持人与自然和谐共生纳入新时代坚持和发展中国特色社会主义基本方略，把绿色发展作为新发展理念的重要组成部分"
1292,4,0.6926,要坚持以习近平新时代中国特色社会主义思想特别是习近平经济思想为指导，深入贯彻党的二十大和二十届二中、三中全会精神，坚定不移贯彻新发展理念，促进绿色低碳循环发展经济体系建设，使发展建立在高效利用资源、严格保护生态环境、有效控制温室气体排放的基础上，在经济发展中促进绿色转型，在绿色转型中实现更大发展
1293,3,0.6893,中方愿同肯方一道，以两国元首重要共识为指引，始终做彼此信赖的好朋友、好伙伴，在涉及彼此核心利益和重大关切问题上坚定相互支持，推动构建新时代更加紧密的中肯命运共同体
1294,0,0.4301,访问期间，李希介绍了中共二十届三中全会精神以及中国共产党全面从严治党和反腐败工作，表示中共十八大以来，习近平总书记深刻总结新时代全面从严治党丰富实践和重要理论成果，形成了关于党的自我革命的重要思想，为新时代新征程深入推进全面从严治党、党风廉政建设和反腐败斗争提供了根本遵循
1295,3,0.6893,中方愿同肯方一道，以两国元首重要共识为指引，始终做彼此信赖的好朋友、好伙伴，在涉及彼此核心利益和重大关切问题上坚定相互支持，推动构建新时代更加紧密的中肯命运共同体
1296,0,0.4302,访问期间，李希介绍了中共二十届三中全会精神以及中国共产党全面从严治党和反腐败工作，表示中共十八大以来，习近平总书记深刻总结新时代全面从严治党丰富实践和重要理论成果，形成了关于党的自我革命的重要思想，为新时代新征程深入推进全面从严治党、党风廉政建设和反腐败斗争提供了根本遵循
1297,3,0.9078,新时代，共享未来
1298,3,0.9797,今年以来，两国元首两度会晤，就发展新时代全天候全面战略伙伴关系、在更高起点上构建中乌命运共同体达成新的重要共识，指明前进方向
1299,3,0.9725,在两国元首战略引领下，乌中新时代全天候全面战略伙伴关系翻开新的历史篇章
1300,3,0.4708,诞生于中国全面深化改革、扩大开放的新时代大潮中，促进中国和各国经济深度融合，推动普惠包容的经济全球化，习近平主席亲自谋划、亲自提出、亲自部署、亲自推动的这一全球贸易盛会，已成为构建新发展格局的窗口、推动高水平开放的平台、全球共享的国际公共产品
1301,4,0.9713,进入新时代，随着生活水平显著提高，中国人民对美好生活的需求日益呈现多样化、多层次、多方面的新趋势
1302,3,0.6533,"”
习近平主席2013年出访非洲时提出真实亲诚对非政策理念和正确义利观，郑重宣告中非永远做可靠朋友和真诚伙伴，为新时代发展中非友好和中非合作提供重要遵循"
1303,4,0.9756,进入新时代，中国不断全面深化改革，古巴持续推进经济社会模式更新，改革和创新成为两党历届理论研讨会的关键词
1304,3,0.9918,习近平强调，我高度重视中赞关系发展，愿同总统先生一道努力，以两国建交60周年为契机，弘扬传统友好，坚定相互支持，加强全方位合作，在新时代新征程上携手推进各自国家现代化事业，不断夯实中赞全面战略合作伙伴关系，构建更加紧密的中赞命运共同体
1305,3,0.9918,习近平强调，我高度重视中赞关系发展，愿同总统先生一道努力，以两国建交60周年为契机，弘扬传统友好，坚定相互支持，加强全方位合作，在新时代新征程上携手推进各自国家现代化事业，不断夯实中赞全面战略合作伙伴关系，构建更加紧密的中赞命运共同体
1306,3,0.9699,两国携手推进中索战略伙伴关系向前发展，为共筑新时代全天候中非命运共同体贡献力量
1307,2,0.7945,为人民谋幸福、为民族谋复兴，为人类谋进步、为世界谋大同，新时代中国共产党的天下情怀，博大而深厚，源远而流芳
1308,4,0.9812,将六尺巷包含的文化内涵与和谐司法理念融合、与社会治理实际结合，桐城市形成“新时代六尺巷工作法”，调解群众矛盾、推进社会治理
1309,4,0.9223,辽宁沈阳牡丹社区的“三零”工作法，福建明溪县“侨乡枫桥”解纷工作法，新疆福海县“冬不拉”调解法……将“以和为贵”的文化传统转化为社会治理实践，坚持和发展新时代“枫桥经验”，人民调解制度在矛盾纠纷多元化解机制中发挥着基础性作用，成为续写“两大奇迹”新篇章的生动注脚
1310,3,0.983,从70年前“和平共处五项原则的历史答案”，到新时代“构建人类命运共同体这个时代答案”，从和平共处到和合共生，“和”的精神既一脉相承又实现历史跨越
1311,4,0.5555,新时代以来，举办进博会、服贸会、广交会、消博会，连续缩减外资准入负面清单，建设自贸试验区、海南自贸港，欢迎各国人民搭乘中国发展的“快车”“便车”……坚持对外开放的基本国策，坚定奉行互利共赢的开放战略，中国开放的大门越开越大，中国的“朋友圈”越来越大、现代化道路上的“同路人”越来越多
1312,3,0.9627,习近平主席喀山之行，引领谱写人类发展新时代的“金砖华章”
1313,4,0.7404,从世界财富体系的边缘者到全球经济增长的引擎，从国际规则的被动接受者到全球治理的积极参与者——这张“全家福”所昭示的，是一个潮起南方、万象更新的新时代
1314,3,0.9725,在喀山，习近平主席同塞西总统进一步确认：朝着构建面向新时代的中埃命运共同体目标持续迈进
1315,3,0.9809,双方要秉持永久睦邻友好、全面战略协作、互利合作共赢精神，树立新时代新型大国关系的典范
1316,1,0.6792,"新时代国家安全实践为建设更高水平平安中国奠定坚实基础
新时代，平安中国建设取得历史性成就，国家安全得到全面加强，发展安全保障更加有力，为建设更高水平平安中国积累了宝贵经验、奠定了坚实基础"
